# t theta1 omega1 theta2 omega2 KE1 PE1 KE2 PE2 E_Total
5.29000000 -0.21620869 0.41129426 0.02556491 -0.38042713 0.08458148 0.22839828 0.07236240 0.00320556 0.62236562
5.30000000 -0.21201405 0.42761633 0.02172586 -0.38727051 0.09142786 0.21965491 0.07498922 0.00231513 0.60692451
5.31000000 -0.20765671 0.44383296 0.01782178 -0.39342947 0.09849385 0.21075107 0.07739337 0.00155787 0.59155836
5.32000000 -0.20313781 0.45992551 0.01385956 -0.39890064 0.10576574 0.20170961 0.07956086 0.00094217 0.57632981
5.33000000 -0.19845868 0.47587424 0.00984607 -0.40368249 0.11322815 0.19255434 0.08147978 0.00047551 0.56130126
5.34000000 -0.19362087 0.49165837 0.00578821 -0.40777535 0.12086397 0.18331000 0.08314037 0.00016433 0.54653460
5.35000000 -0.18862613 0.50725607 0.00169285 -0.41118138 0.12865436 0.17400218 0.08453506 0.00001406 0.53209093
5.36000000 -0.18347645 0.52264458 -0.00243314 -0.41390451 0.13657868 0.16465730 0.08565847 0.00002904 0.51803020
5.37000000 -0.17817402 0.53780021 -0.00658298 -0.41595046 0.14461453 0.15530253 0.08650739 0.00021256 0.50441095
5.38000000 -0.17272130 0.55269838 -0.01074992 -0.41732666 0.15273775 0.14596572 0.08708077 0.00056682 0.49128997
5.39000000 -0.16712099 0.56731375 -0.01492731 -0.41804224 0.16092244 0.13667529 0.08737966 0.00109293 0.47872199
5.40000000 -0.16137606 0.58162022 -0.01910860 -0.41810795 0.16914104 0.12746017 0.08740713 0.00179095 0.46675941
5.41000000 -0.15548971 0.59559106 -0.02328734 -0.41753614 0.17736436 0.11834969 0.08716821 0.00265986 0.45545198
5.42000000 -0.14946544 0.60919893 -0.02745724 -0.41634065 0.18556167 0.10937346 0.08666977 0.00369765 0.44484655
5.43000000 -0.14330703 0.62241600 -0.03161213 -0.41453680 0.19370084 0.10056124 0.08592038 0.00490129 0.43498676
5.44000000 -0.13701852 0.63521403 -0.03574601 -0.41214129 0.20174843 0.09194286 0.08493022 0.00626683 0.42591283
5.45000000 -0.13060424 0.64756445 -0.03985304 -0.40917212 0.20966986 0.08354802 0.08371091 0.00778941 0.41766132
5.46000000 -0.12406882 0.65943844 -0.04392760 -0.40564853 0.21742953 0.07540622 0.08227536 0.00946333 0.41026490
5.47000000 -0.11741716 0.67080707 -0.04796423 -0.40159089 0.22499106 0.06754654 0.08063762 0.01128212 0.40375219
5.48000000 -0.11065446 0.68164134 -0.05195771 -0.39702066 0.23231746 0.05999757 0.07881270 0.01323858 0.39814754
5.49000000 -0.10378621 0.69191232 -0.05590301 -0.39196025 0.23937133 0.05278718 0.07681642 0.01532485 0.39347099
5.50000000 -0.09681819 0.70159126 -0.05979536 -0.38643295 0.24611515 0.04594239 0.07466521 0.01753253 0.38973804
5.51000000 -0.08975645 0.71064963 -0.06363019 -0.38046285 0.25251145 0.03948924 0.07237599 0.01985267 0.38695968
5.52000000 -0.08260736 0.71905932 -0.06740322 -0.37407470 0.25852315 0.03345257 0.06996594 0.02227593 0.38514226
5.53000000 -0.07537752 0.72679265 -0.07111038 -0.36729387 0.26411378 0.02785589 0.06745239 0.02479260 0.38428750
5.54000000 -0.06807385 0.73382255 -0.07474787 -0.36014620 0.26924777 0.02272123 0.06485264 0.02739268 0.38439250
5.55000000 -0.06070350 0.74012263 -0.07831217 -0.35265792 0.27389075 0.01806896 0.06218380 0.03006599 0.38544977
5.56000000 -0.05327391 0.74566726 -0.08179999 -0.34485554 0.27800983 0.01391764 0.05946267 0.03280222 0.38744732
5.57000000 -0.04579276 0.75043175 -0.08520832 -0.33676577 0.28157391 0.01028387 0.05670559 0.03559100 0.39036872
5.58000000 -0.03826796 0.75439236 -0.08853443 -0.32841540 0.28455392 0.00718219 0.05392834 0.03842198 0.39419329
5.59000000 -0.03070767 0.75752646 -0.09177585 -0.31983118 0.28692317 0.00462486 0.05114599 0.04128488 0.39889619
5.60000000 -0.02312026 0.75981263 -0.09493037 -0.31103979 0.28865761 0.00262183 0.04837287 0.04416957 0.40444866
5.61000000 -0.01551431 0.76123069 -0.09799604 -0.30206765 0.28973608 0.00118058 0.04562243 0.04706613 0.41081817
5.62000000 -0.00789860 0.76176187 -0.10097120 -0.29294089 0.29014057 0.00030601 0.04290718 0.04996491 0.41796871
5.63000000 -0.00028209 0.76138886 -0.10385443 -0.28368524 0.28985650 0.00000039 0.04023866 0.05285653 0.42586100
5.64000000 0.00732611 0.76009587 -0.10664456 -0.27432593 0.28887286 0.00026326 0.03762736 0.05573202 0.43445276
5.65000000 0.01491672 0.75786876 -0.10934069 -0.26488762 0.28718253 0.00109138 0.03508272 0.05858277 0.44369901
5.66000000 0.02248033 0.75469507 -0.11194213 -0.25539427 0.28478233 0.00247871 0.03261312 0.06140060 0.45355235
5.67000000 0.03000743 0.75056412 -0.11444847 -0.24586913 0.28167325 0.00441635 0.03022581 0.06417781 0.46396325
5.68000000 0.03748839 0.74546706 -0.11685948 -0.23633459 0.27786057 0.00689258 0.02792702 0.06690717 0.47488040
5.69000000 0.04491352 0.73939690 -0.11917520 -0.22681218 0.27335389 0.00989282 0.02572188 0.06958197 0.48625100
5.70000000 0.05227307 0.73234862 -0.12139584 -0.21732243 0.26816725 0.01339973 0.02361452 0.07219601 0.49802106
5.71000000 0.05955723 0.72431917 -0.12352182 -0.20788484 0.26231913 0.01739320 0.02160805 0.07474362 0.51013575
5.72000000 0.06675618 0.71530753 -0.12555377 -0.19851785 0.25583243 0.02185046 0.01970467 0.07721967 0.52253969
5.73000000 0.07386011 0.70531473 -0.12749247 -0.18923872 0.24873443 0.02674616 0.01790565 0.07961956 0.53517723
5.74000000 0.08085921 0.69434388 -0.12933889 -0.18006355 0.24105671 0.03205246 0.01621144 0.08193921 0.54799279
5.75000000 0.08774374 0.68240020 -0.13109414 -0.17100718 0.23283502 0.03773920 0.01462173 0.08417507 0.56093108
5.76000000 0.09450400 0.66949103 -0.13275947 -0.16208320 0.22410912 0.04377399 0.01313548 0.08632411 0.57393744
5.77000000 0.10113037 0.65562582 -0.13433629 -0.15330388 0.21492261 0.05012242 0.01175104 0.08838376 0.58695802
5.78000000 0.10761336 0.64081614 -0.13582607 -0.14468018 0.20532266 0.05674822 0.01046618 0.09035195 0.59994005
5.79000000 0.11394359 0.62507568 -0.13723044 -0.13622169 0.19535980 0.06361344 0.00927817 0.09222704 0.61283204
5.80000000 0.12011183 0.60842022 -0.13855108 -0.12793666 0.18508758 0.07067867 0.00818389 0.09400783 0.62558398
5.81000000 0.12610901 0.59086762 -0.13978977 -0.11983196 0.17456227 0.07790325 0.00717985 0.09569351 0.63814753
5.82000000 0.13192626 0.57243779 -0.14094834 -0.11191310 0.16384251 0.08524551 0.00626227 0.09728365 0.65047612
5.83000000 0.13755491 0.55315266 -0.14202867 -0.10418421 0.15298893 0.09266299 0.00542717 0.09877815 0.66252516
5.84000000 0.14298654 0.53303612 -0.14303267 -0.09664808 0.14206375 0.10011272 0.00467043 0.10017722 0.67425206
5.85000000 0.14821295 0.51211401 -0.14396228 -0.08930617 0.13113038 0.10755142 0.00398780 0.10148135 0.68561639
5.86000000 0.15322622 0.49041401 -0.14481944 -0.08215859 0.12025295 0.11493580 0.00337502 0.10269128 0.69657993
5.87000000 0.15801873 0.46796566 -0.14560609 -0.07520420 0.10949593 0.12222281 0.00282784 0.10380797 0.70710669
5.88000000 0.16258315 0.44480023 -0.14632416 -0.06844059 0.09892362 0.12936989 0.00234206 0.10483253 0.71716300
5.89000000 0.16691246 0.42095066 -0.14697553 -0.06186413 0.08859973 0.13633520 0.00191359 0.10576626 0.72671745
5.90000000 0.17099999 0.39645153 -0.14756205 -0.05547002 0.07858691 0.14307794 0.00153846 0.10661055 0.73574097
5.91000000 0.17483944 0.37133892 -0.14808552 -0.04925234 0.06894630 0.14955854 0.00121290 0.10736690 0.74420676
5.92000000 0.17842485 0.34565039 -0.14854766 -0.04320409 0.05973710 0.15573895 0.00093330 0.10803685 0.75209029
5.93000000 0.18175066 0.31942484 -0.14895014 -0.03731729 0.05101611 0.16158281 0.00069629 0.10862199 0.75936928
5.94000000 0.18481169 0.29270242 -0.14929452 -0.03158297 0.04283735 0.16705575 0.00049874 0.10912391 0.76602359
5.95000000 0.18760319 0.26552450 -0.14958227 -0.02599129 0.03525163 0.17212554 0.00033777 0.10954419 0.77203528
5.96000000 0.19012081 0.23793347 -0.14981478 -0.02053161 0.02830617 0.17676234 0.00021077 0.10988437 0.77738847
5.97000000 0.19236063 0.20997273 -0.14999331 -0.01519254 0.02204427 0.18093884 0.00011541 0.11014592 0.78206930
5.98000000 0.19431917 0.18168653 -0.15011900 -0.00996202 0.01650500 0.18463045 0.00004962 0.11033024 0.78606592
5.99000000 0.19599342 0.15311989 -0.15019287 -0.00482742 0.01172285 0.18781546 0.00001165 0.11043865 0.78936840
6.00000000 0.19738079 0.12431847 -0.15021582 0.00022442 0.00772754 0.19047516 0.00000003 0.11047234 0.79196868
6.01000000 0.19847916 0.09532848 -0.15018861 0.00520705 0.00454376 0.19259396 0.00001356 0.11043240 0.79386054
6.02000000 0.19928689 0.06619656 -0.15011186 0.01013438 0.00219099 0.19415950 0.00005135 0.11031978 0.79503957
6.03000000 0.19980278 0.03696967 -0.14998606 0.01502055 0.00068338 0.19516268 0.00011281 0.11013529 0.79550308
6.04000000 0.20002612 0.00769495 -0.14981154 0.01987987 0.00002961 0.19559778 0.00019760 0.10987962 0.79525017
6.05000000 0.19995667 -0.02158035 -0.14958851 0.02472672 0.00023286 0.19546244 0.00030571 0.10955330 0.79428163
6.06000000 0.19959467 -0.05080901 -0.14931700 0.02957548 0.00129078 0.19475769 0.00043735 0.10915672 0.79259996
6.07000000 0.19894081 -0.07994397 -0.14899694 0.03444041 0.00319552 0.19348795 0.00059307 0.10869013 0.79020938
6.08000000 0.19799626 -0.10893840 -0.14862809 0.03933558 0.00593379 0.19166099 0.00077364 0.10815365 0.78711584
6.09000000 0.19676266 -0.13774586 -0.14821008 0.04427479 0.00948696 0.18928787 0.00098013 0.10754727 0.78332700
6.10000000 0.19524212 -0.16632037 -0.14774241 0.04927148 0.01383123 0.18638287 0.00121384 0.10687084 0.77885231
6.11000000 0.19343718 -0.19461658 -0.14722442 0.05433862 0.01893781 0.18296343 0.00147634 0.10612412 0.77370301
6.12000000 0.19135086 -0.22258980 -0.14665536 0.05948868 0.02477311 0.17904999 0.00176945 0.10530678 0.76789215
6.13000000 0.18898661 -0.25019616 -0.14603433 0.06473350 0.03129906 0.17466588 0.00209521 0.10441839 0.76143466
6.14000000 0.18634831 -0.27739273 -0.14536033 0.07008424 0.03847336 0.16983718 0.00245590 0.10345846 0.75434739
6.15000000 0.18344026 -0.30413756 -0.14463226 0.07555130 0.04624983 0.16459254 0.00285400 0.10242645 0.74664912
6.16000000 0.18026720 -0.33038984 -0.14384889 0.08114425 0.05457872 0.15896299 0.00329219 0.10132183 0.73836068
6.17000000 0.17683424 -0.35610995 -0.14300892 0.08687175 0.06340715 0.15298178 0.00377335 0.10014401 0.72950488
6.18000000 0.17314690 -0.38125958 -0.14211098 0.09274151 0.07267943 0.14668414 0.00430049 0.09889247 0.72010666
6.19000000 0.16921107 -0.40580182 -0.14115360 0.09876022 0.08233756 0.14010708 0.00487679 0.09756672 0.71019305
6.20000000 0.16503301 -0.42970122 -0.14013526 0.10493346 0.09232157 0.13328912 0.00550552 0.09616632 0.69979321
6.21000000 0.16061930 -0.45292391 -0.13905440 0.11126572 0.10257003 0.12627012 0.00619003 0.09469097 0.68893846
6.22000000 0.15597689 -0.47543762 -0.13790940 0.11776030 0.11302047 0.11909098 0.00693374 0.09314045 0.67766226
6.23000000 0.15111302 -0.49721181 -0.13669864 0.12441929 0.12360979 0.11179340 0.00774008 0.09151473 0.66600021
6.24000000 0.14603522 -0.51821768 -0.13542047 0.13124351 0.13427478 0.10441965 0.00861243 0.08981395 0.65399002
6.25000000 0.14075131 -0.53842828 -0.13407322 0.13823252 0.14495251 0.09701230 0.00955411 0.08803846 0.64167149
6.26000000 0.13526939 -0.55781852 -0.13265527 0.14538457 0.15558075 0.08961397 0.01056834 0.08618885 0.62908640
6.27000000 0.12959775 -0.57636526 -0.13116500 0.15269659 0.16609845 0.08226707 0.01165812 0.08426596 0.61627847
6.28000000 0.12374496 -0.59404731 -0.12960082 0.16016417 0.17644610 0.07501357 0.01282628 0.08227096 0.60329325
6.29000000 0.11771976 -0.61084550 -0.12796121 0.16778155 0.18656611 0.06789474 0.01407532 0.08020530 0.59017803
6.30000000 0.11153106 -0.62674271 -0.12624471 0.17554165 0.19640321 0.06095094 0.01540743 0.07807078 0.57698164
6.31000000 0.10518796 -0.64172385 -0.12444993 0.18343602 0.20590475 0.05422138 0.01682439 0.07586959 0.56375435
6.32000000 0.09869968 -0.65577593 -0.12257558 0.19145490 0.21502104 0.04774390 0.01832749 0.07360428 0.55054767
6.33000000 0.09207557 -0.66888805 -0.12062046 0.19958722 0.22370561 0.04155478 0.01991753 0.07127781 0.53741413
6.34000000 0.08532508 -0.68105139 -0.11858350 0.20782062 0.23191550 0.03568855 0.02159471 0.06889355 0.52440713
6.35000000 0.07845773 -0.69225922 -0.11646375 0.21614148 0.23961142 0.03017781 0.02335857 0.06645530 0.51158063
6.36000000 0.07148310 -0.70250691 -0.11426043 0.22453494 0.24675798 0.02505306 0.02520797 0.06396732 0.49898895
6.37000000 0.06441080 -0.71179185 -0.11197287 0.23298498 0.25332382 0.02034259 0.02714100 0.06143428 0.48668648
6.38000000 0.05725047 -0.72011352 -0.10960059 0.24147444 0.25928174 0.01607232 0.02915495 0.05886133 0.47472744
6.39000000 0.05001174 -0.72747336 -0.10714331 0.24998505 0.26460875 0.01226570 0.03124626 0.05625402 0.46316556
6.40000000 0.04270420 -0.73387483 -0.10460089 0.25849753 0.26928613 0.00894364 0.03341049 0.05361839 0.45205379
6.41000000 0.03533742 -0.73932329 -0.10197342 0.26699163 0.27329947 0.00612440 0.03564226 0.05096084 0.44144403
6.42000000 0.02792089 -0.74382600 -0.09926119 0.27544618 0.27663856 0.00382357 0.03793530 0.04828823 0.43138678
6.43000000 0.02046402 -0.74739203 -0.09646470 0.28383920 0.27929742 0.00205402 0.04028235 0.04560779 0.42193088
6.44000000 0.01297613 -0.75003223 -0.09358468 0.29214794 0.28127418 0.00082589 0.04267521 0.04292710 0.41312321
6.45000000 0.00546642 -0.75175917 -0.09062210 0.30034898 0.28257092 0.00014657 0.04510475 0.04025409 0.40500835
6.46000000 -0.00205606 -0.75258701 -0.08757814 0.30841829 0.28319361 0.00002074 0.04756092 0.03759697 0.39762835
6.47000000 -0.00958238 -0.75253151 -0.08445425 0.31633136 0.28315184 0.00045038 0.05003276 0.03496423 0.39102240
6.48000000 -0.01710380 -0.75160988 -0.08125212 0.32406322 0.28245871 0.00143487 0.05250849 0.03236454 0.38522664
6.49000000 -0.02461175 -0.74984074 -0.07797368 0.33158862 0.28113057 0.00297100 0.05497551 0.02980678 0.38027383
6.50000000 -0.03209785 -0.74724399 -0.07462112 0.33888203 0.27918679 0.00505305 0.05742052 0.02729990 0.37619317
6.51000000 -0.03955394 -0.74384077 -0.07119690 0.34591782 0.27664955 0.00767294 0.05982957 0.02485293 0.37301010
6.52000000 -0.04697205 -0.73965333 -0.06770371 0.35267030 0.27354352 0.01082027 0.06218817 0.02247491 0.37074609
6.53000000 -0.05434447 -0.73470493 -0.06414452 0.35911385 0.26989567 0.01448248 0.06448138 0.02017480 0.36941849
6.54000000 -0.06166370 -0.72901977 -0.06052255 0.36522301 0.26573491 0.01864492 0.06669392 0.01796143 0.36904039
6.55000000 -0.06892249 -0.72262285 -0.05684126 0.37097257 0.26109189 0.02329105 0.06881033 0.01584344 0.36962053
6.56000000 -0.07611387 -0.71553992 -0.05310438 0.37633770 0.25599869 0.02840252 0.07081503 0.01382922 0.37116320
6.57000000 -0.08323109 -0.70779731 -0.04931587 0.38129401 0.25048852 0.03395936 0.07269256 0.01192681 0.37366821
6.58000000 -0.09026770 -0.69942189 -0.04547994 0.38581767 0.24459549 0.03994008 0.07442764 0.01014387 0.37713086
6.59000000 -0.09721751 -0.69044092 -0.04160103 0.38988554 0.23835434 0.04632185 0.07600537 0.00848759 0.38154192
6.60000000 -0.10407460 -0.68088199 -0.03768382 0.39347520 0.23180014 0.05308068 0.07741137 0.00696462 0.38688774
6.61000000 -0.11083332 -0.67077285 -0.03373319 0.39656508 0.22496811 0.06019148 0.07863193 0.00558101 0.39315025
6.62000000 -0.11748831 -0.66014139 -0.02975425 0.39913458 0.21789333 0.06762834 0.07965421 0.00434215 0.40030708
6.63000000 -0.12403450 -0.64901548 -0.02575230 0.40116410 0.21061055 0.07536455 0.08046632 0.00325272 0.40833170
6.64000000 -0.13046707 -0.63742291 -0.02173283 0.40263516 0.20315398 0.08337286 0.08105754 0.00231662 0.41719353
6.65000000 -0.13678149 -0.62539126 -0.01770152 0.40353049 0.19555711 0.09162552 0.08141843 0.00153691 0.42685813
6.66000000 -0.14297352 -0.61294784 -0.01366420 0.40383410 0.18785252 0.10009452 0.08154099 0.00091580 0.43728743
6.67000000 -0.14903917 -0.60011958 -0.00962686 0.40353133 0.18007175 0.10875163 0.08141877 0.00045457 0.44843989
6.68000000 -0.15497472 -0.58693295 -0.00559564 0.40260897 0.17224515 0.11756859 0.08104699 0.00015358 0.46027075
6.69000000 -0.16077672 -0.57341391 -0.00157678 0.40105527 0.16440175 0.12651721 0.08042267 0.00001220 0.47273230
6.70000000 -0.16644197 -0.55958775 0.00242333 0.39886006 0.15656923 0.13556946 0.07954467 0.00002880 0.48577413
6.71000000 -0.17196753 -0.54547913 0.00639825 0.39601475 0.14877374 0.14469762 0.07841384 0.00020080 0.49934340
6.72000000 -0.17735069 -0.53111190 0.01034143 0.39251241 0.14103992 0.15387432 0.07703300 0.00052456 0.51338514
6.73000000 -0.18258898 -0.51650912 0.01424629 0.38834781 0.13339083 0.16307269 0.07540701 0.00099549 0.52784252
6.74000000 -0.18768016 -0.50169296 0.01810617 0.38351745 0.12584791 0.17226640 0.07354282 0.00160798 0.54265717
6.75000000 -0.19262220 -0.48668467 0.02191441 0.37801961 0.11843098 0.18142974 0.07144941 0.00235549 0.55776946
6.76000000 -0.19741328 -0.47150450 0.02566434 0.37185436 0.11115824 0.19053767 0.06913783 0.00323054 0.57311879
6.77000000 -0.20205178 -0.45617169 0.02934928 0.36502357 0.10404631 0.19956592 0.06662110 0.00422477 0.58864391
6.78000000 -0.20653627 -0.44070443 0.03296260 0.35753097 0.09711020 0.20849099 0.06391420 0.00532896 0.60428319
6.79000000 -0.21086548 -0.42511983 0.03649771 0.34938208 0.09036343 0.21729022 0.06103392 0.00653314 0.61997491
6.80000000 -0.21503833 -0.40943385 0.03994808 0.34058430 0.08381804 0.22594180 0.05799883 0.00782660 0.63565754
6.81000000 -0.21905387 -0.39366137 0.04330727 0.33114684 0.07748464 0.23442480 0.05482911 0.00919798 0.65127000
6.82000000 -0.22291131 -0.37781609 0.04656892 0.32108071 0.07137250 0.24271922 0.05154641 0.01063538 0.66675189
6.83000000 -0.22660999 -0.36191060 0.04972683 0.31039875 0.06548964 0.25080595 0.04817369 0.01212638 0.68204380
6.84000000 -0.23014936 -0.34595631 0.05277489 0.29911556 0.05984288 0.25866681 0.04473506 0.01365818 0.69708747
6.85000000 -0.23352899 -0.32996350 0.05570719 0.28724748 0.05443795 0.26628457 0.04125556 0.01521771 0.71182605
6.86000000 -0.23674853 -0.31394131 0.05851795 0.27481255 0.04927957 0.27364288 0.03776097 0.01679165 0.72620426
6.87000000 -0.23980774 -0.29789780 0.06120162 0.26183048 0.04437155 0.28072633 0.03427760 0.01836662 0.74016864
6.88000000 -0.24270644 -0.28183990 0.06375281 0.24832260 0.03971686 0.28752041 0.03083206 0.01992923 0.75366765
6.89000000 -0.24544451 -0.26577348 0.06616639 0.23431177 0.03531777 0.29401149 0.02745100 0.02146621 0.76665190
6.90000000 -0.24802190 -0.24970341 0.06843745 0.21982237 0.03117590 0.30018683 0.02416094 0.02296451 0.77907425
6.91000000 -0.25043858 -0.23363353 0.07056133 0.20488021 0.02729231 0.30603451 0.02098795 0.02441138 0.79088992
6.92000000 -0.25269458 -0.21756674 0.07253363 0.18951245 0.02366764 0.31154348 0.01795748 0.02579452 0.80205669
6.93000000 -0.25478993 -0.20150507 0.07435025 0.17374753 0.02030215 0.31670347 0.01509410 0.02710216 0.81253493
6.94000000 -0.25672470 -0.18544965 0.07600736 0.15761512 0.01719579 0.32150501 0.01242126 0.02832313 0.82228769
6.95000000 -0.25849895 -0.16940084 0.07750143 0.14114598 0.01434832 0.32593941 0.00996109 0.02944700 0.83128085
6.96000000 -0.26011274 -0.15335827 0.07882926 0.12437192 0.01175938 0.32999870 0.00773419 0.03046415 0.83948314
6.97000000 -0.26156613 -0.13732087 0.07998796 0.10732569 0.00942851 0.33367566 0.00575940 0.03136583 0.84686621
6.98000000 -0.26285917 -0.12128700 0.08097498 0.09004087 0.00735527 0.33696377 0.00405368 0.03214426 0.85340467
6.99000000 -0.26399188 -0.10525445 0.08178810 0.07255180 0.00553925 0.33985718 0.00263188 0.03279270 0.85907618
7.00000000 -0.26496425 -0.08922057 0.08242545 0.05489348 0.00398015 0.34235073 0.00150665 0.03330549 0.86386146
7.01000000 -0.26577627 -0.07318228 0.08288552 0.03710142 0.00267782 0.34443992 0.00068826 0.03367811 0.86774431
7.02000000 -0.26642787 -0.05713623 0.08316716 0.01921160 0.00163227 0.34612090 0.00018454 0.03390723 0.87071169
7.03000000 -0.26691896 -0.04107880 0.08326955 0.00126031 0.00084373 0.34739044 0.00000079 0.03399073 0.87275367
7.04000000 -0.26724940 -0.02500621 0.08319228 -0.01671593 0.00031266 0.34824596 0.00013971 0.03392771 0.87386352
7.05000000 -0.26741902 -0.00891461 0.08293527 -0.03468048 0.00003974 0.34868553 0.00060137 0.03371853 0.87403768
7.06000000 -0.26742762 0.00719986 0.08249883 -0.05259668 0.00002592 0.34870780 0.00138321 0.03336478 0.87327578
7.07000000 -0.26727494 0.02334098 0.08188362 -0.07042800 0.00027240 0.34831212 0.00248005 0.03286930 0.87158066
7.08000000 -0.26696070 0.03951239 0.08109067 -0.08813810 0.00078061 0.34749843 0.00388416 0.03223613 0.86895836
7.09000000 -0.26648458 0.05571746 0.08012138 -0.10569098 0.00155222 0.34626736 0.00558529 0.03147049 0.86541813
7.10000000 -0.26584622 0.07195929 0.07897750 -0.12305104 0.00258907 0.34462018 0.00757078 0.03057877 0.86097239
7.11000000 -0.26504526 0.08824056 0.07766112 -0.14018322 0.00389320 0.34255886 0.00982567 0.02956841 0.85563679
7.12000000 -0.26408127 0.10456349 0.07617471 -0.15705310 0.00546676 0.34008605 0.01233284 0.02844792 0.84943011
7.13000000 -0.26295384 0.12092978 0.07452105 -0.17362701 0.00731201 0.33720514 0.01507317 0.02722676 0.84237428
7.14000000 -0.26166253 0.13734050 0.07270326 -0.18987209 0.00943121 0.33392025 0.01802571 0.02591526 0.83449435
7.15000000 -0.26020688 0.15379608 0.07072481 -0.20575643 0.01182662 0.33023627 0.02116785 0.02452458 0.82581846
7.16000000 -0.25858646 0.17029617 0.06858944 -0.22124914 0.01450039 0.32615889 0.02447559 0.02306658 0.81637774
7.17000000 -0.25680082 0.18683965 0.06630123 -0.23632045 0.01745453 0.32169463 0.02792368 0.02155376 0.80620632
7.18000000 -0.25484953 0.20342453 0.06386453 -0.25094179 0.02069077 0.31685083 0.03148589 0.01999912 0.79534122
7.19000000 -0.25273220 0.22004792 0.06128398 -0.26508587 0.02421054 0.31163574 0.03513526 0.01841608 0.78382227
7.20000000 -0.25044845 0.23670596 0.05856449 -0.27872676 0.02801486 0.30605851 0.03884430 0.01681836 0.77169204
7.21000000 -0.24799798 0.25339379 0.05571121 -0.29183997 0.03210421 0.30012922 0.04258529 0.01521990 0.75899570
7.22000000 -0.24538050 0.27010551 0.05272953 -0.30440252 0.03647849 0.29385892 0.04633045 0.01363472 0.74578093
7.23000000 -0.24259581 0.28683412 0.04962507 -0.31639297 0.04113691 0.28725964 0.05005226 0.01207681 0.73209777
7.24000000 -0.23964379 0.30357153 0.04640364 -0.32779152 0.04607784 0.28034443 0.05372364 0.01056003 0.71799847
7.25000000 -0.23652438 0.32030852 0.04307127 -0.33858004 0.05129877 0.27312737 0.05731822 0.00909803 0.70353731
7.26000000 -0.23323765 0.33703469 0.03963413 -0.34874211 0.05679619 0.26562359 0.06081053 0.00770408 0.68877043
7.27000000 -0.22978376 0.35373848 0.03609856 -0.35826307 0.06256546 0.25784928 0.06417621 0.00639104 0.67375564
7.28000000 -0.22616300 0.37040718 0.03247105 -0.36713007 0.06860074 0.24982170 0.06739224 0.00517123 0.65855219
7.29000000 -0.22237578 0.38702687 0.02875818 -0.37533205 0.07489490 0.24155919 0.07043707 0.00405632 0.64322054
7.30000000 -0.21842268 0.40358246 0.02496666 -0.38285981 0.08143940 0.23308114 0.07329082 0.00305729 0.62782212
7.31000000 -0.21430440 0.42005771 0.02110326 -0.38970599 0.08822424 0.22440804 0.07593538 0.00218435 0.61241907
7.32000000 -0.21002185 0.43643521 0.01717483 -0.39586512 0.09523785 0.21556141 0.07835460 0.00144682 0.59707398
7.33000000 -0.20557608 0.45269644 0.01318826 -0.40133356 0.10246703 0.20656377 0.08053431 0.00085311 0.58184958
7.34000000 -0.20096837 0.46882176 0.00915046 -0.40610956 0.10989692 0.19743868 0.08246249 0.00041070 0.56680849
7.35000000 -0.19620017 0.48479049 0.00506837 -0.41019318 0.11751091 0.18821064 0.08412922 0.00012600 0.55201288
7.36000000 -0.19127316 0.50058089 0.00094890 -0.41358635 0.12529061 0.17890504 0.08552683 0.00000442 0.53752418
7.37000000 -0.18618922 0.51617025 -0.00320106 -0.41629278 0.13321586 0.16954817 0.08664984 0.00005026 0.52340280
7.38000000 -0.18095050 0.53153494 -0.00737468 -0.41831797 0.14126469 0.16016708 0.08749496 0.00026676 0.50970775
7.39000000 -0.17555935 0.54665043 -0.01156518 -0.41966915 0.14941335 0.15078954 0.08806110 0.00065605 0.49649640
7.40000000 -0.17001841 0.56149139 -0.01576585 -0.42035524 0.15763629 0.14144399 0.08834927 0.00121917 0.48382412
7.41000000 -0.16433053 0.57603174 -0.01997010 -0.42038683 0.16590628 0.13215937 0.08836254 0.00195607 0.47174400
7.42000000 -0.15849886 0.59024471 -0.02417144 -0.41977608 0.17419441 0.12296512 0.08810598 0.00286565 0.46030657
7.43000000 -0.15252682 0.60410294 -0.02836352 -0.41853669 0.18247018 0.11389097 0.08758648 0.00394576 0.44955948
7.44000000 -0.14641808 0.61757855 -0.03254013 -0.41668384 0.19070163 0.10496691 0.08681271 0.00519325 0.43954725
7.45000000 -0.14017662 0.63064322 -0.03669521 -0.41423410 0.19885544 0.09622300 0.08579495 0.00660403 0.43031102
7.46000000 -0.13380668 0.64326827 -0.04082288 -0.41120538 0.20689704 0.08768928 0.08454493 0.00817309 0.42188828
7.47000000 -0.12731281 0.65542479 -0.04491745 -0.40761682 0.21479083 0.07939562 0.08307573 0.00989455 0.41431272
7.48000000 -0.12069984 0.66708367 -0.04897342 -0.40348873 0.22250031 0.07137155 0.08140158 0.01176178 0.40761394
7.49000000 -0.11397289 0.67821577 -0.05298550 -0.39884252 0.22998832 0.06364613 0.07953768 0.01376739 0.40181736
7.50000000 -0.10713738 0.68879197 -0.05694862 -0.39370057 0.23721719 0.05624781 0.07750007 0.01590333 0.39694404
7.51000000 -0.10019900 0.69878328 -0.06085794 -0.38808617 0.24414904 0.04920423 0.07530544 0.01816099 0.39301057
7.52000000 -0.09316376 0.70816097 -0.06470885 -0.38202340 0.25074598 0.04254210 0.07297094 0.02053122 0.39002897
