# t theta1 omega1 theta2 omega2 KE1 PE1 KE2 PE2 E_Total
16.00000000 0.18161687 0.32291110 -0.15143269 -0.00296190 0.05213579 0.16134566 0.00000439 0.11226599 0.76943985
16.01000000 0.18471222 0.29608286 -0.15143296 0.00287947 0.04383253 0.16687648 0.00000415 0.11226639 0.77495390
16.02000000 0.18753705 0.26881149 -0.15137564 0.00856041 0.03612981 0.17200455 0.00003664 0.11218157 0.77979979
16.03000000 0.19008712 0.24113999 -0.15126225 0.01409199 0.02907425 0.17669990 0.00009929 0.11201390 0.78396491
16.04000000 0.19235866 0.21311226 -0.15109425 0.01948595 0.02270842 0.18093515 0.00018985 0.11176570 0.78743872
16.05000000 0.19434833 0.18477297 -0.15087295 0.02475465 0.01707053 0.18468567 0.00030640 0.11143916 0.79021267
16.06000000 0.19605323 0.15616749 -0.15059954 0.02991099 0.01219414 0.18792973 0.00044733 0.11103638 0.79228015
16.07000000 0.19747094 0.12734176 -0.15027506 0.03496833 0.00810796 0.19064862 0.00061139 0.11055933 0.79363644
16.08000000 0.19859949 0.09834217 -0.14990045 0.03994037 0.00483559 0.19282677 0.00079762 0.11000984 0.79427866
16.09000000 0.19943736 0.06921546 -0.14947649 0.04484113 0.00239539 0.19445184 0.00100536 0.10938960 0.79420570
16.10000000 0.19998353 0.04000859 -0.14900382 0.04968479 0.00080034 0.19551477 0.00123429 0.10870015 0.79341824
16.11000000 0.20023742 0.01076866 -0.14848294 0.05448565 0.00005798 0.19600986 0.00148434 0.10794290 0.79191865
16.12000000 0.20019895 -0.01845724 -0.14791420 0.05925803 0.00017033 0.19593480 0.00175576 0.10711908 0.78971103
16.13000000 0.19986848 -0.04762213 -0.14729783 0.06401620 0.00113393 0.19529063 0.00204904 0.10622979 0.78680117
16.14000000 0.19924686 -0.07667925 -0.14663388 0.06877423 0.00293985 0.19408178 0.00236495 0.10527600 0.78319653
16.15000000 0.19833541 -0.10558217 -0.14592230 0.07354599 0.00557380 0.19231600 0.00270451 0.10425852 0.77890629
16.16000000 0.19713589 -0.13428493 -0.14516287 0.07834499 0.00901622 0.19000431 0.00306897 0.10317806 0.77394132
16.17000000 0.19565053 -0.16274211 -0.14435526 0.08318436 0.01324250 0.18716096 0.00345982 0.10203518 0.76831421
16.18000000 0.19388201 -0.19090897 -0.14349901 0.08807672 0.01822312 0.18380325 0.00387875 0.10083038 0.76203932
16.19000000 0.19183346 -0.21874153 -0.14259351 0.09303410 0.02392393 0.17995151 0.00432767 0.09956405 0.75513277
16.20000000 0.18950844 -0.24619669 -0.14163807 0.09806791 0.03030641 0.17562890 0.00480866 0.09823649 0.74761250
16.21000000 0.18691093 -0.27323235 -0.14063186 0.10318882 0.03732796 0.17086129 0.00532397 0.09684798 0.73949831
16.22000000 0.18404533 -0.29980746 -0.13957397 0.10840669 0.04494226 0.16567706 0.00587601 0.09539876 0.73081188
16.23000000 0.18091645 -0.32588216 -0.13846337 0.11373054 0.05309959 0.16010697 0.00646732 0.09388903 0.72157679
16.24000000 0.17752948 -0.35141785 -0.13729898 0.11916846 0.06174725 0.15418391 0.00710056 0.09231904 0.71181861
16.25000000 0.17389001 -0.37637730 -0.13607960 0.12472753 0.07082994 0.14794275 0.00777848 0.09068904 0.70156484
16.26000000 0.17000398 -0.40072469 -0.13480400 0.13041381 0.08029014 0.14142004 0.00850388 0.08899935 0.69084503
16.27000000 0.16587767 -0.42442574 -0.13347088 0.13623224 0.09006861 0.13465387 0.00927961 0.08725037 0.67969069
16.28000000 0.16151773 -0.44744775 -0.13207890 0.14218666 0.10010475 0.12768358 0.01010852 0.08544261 0.66813538
16.29000000 0.15693109 -0.46975969 -0.13062669 0.14827969 0.11033708 0.12054952 0.01099343 0.08357670 0.65621463
16.30000000 0.15212500 -0.49133225 -0.12911284 0.15451274 0.12070369 0.11329285 0.01193709 0.08165344 0.64396597
16.31000000 0.14710700 -0.51213791 -0.12753597 0.16088599 0.13114262 0.10595522 0.01294215 0.07967382 0.63142884
16.32000000 0.14188488 -0.53215101 -0.12589466 0.16739834 0.14159235 0.09857858 0.01401110 0.07763900 0.61864457
16.33000000 0.13646670 -0.55134775 -0.12418754 0.17404737 0.15199217 0.09120492 0.01514624 0.07555042 0.60565629
16.34000000 0.13086072 -0.56970629 -0.12241327 0.18082940 0.16228263 0.08387602 0.01634964 0.07340973 0.59250887
16.35000000 0.12507543 -0.58720675 -0.12057053 0.18773939 0.17240588 0.07663317 0.01762304 0.07121888 0.57924874
16.36000000 0.11911951 -0.60383125 -0.11865808 0.19477102 0.18230609 0.06951703 0.01896788 0.06898013 0.56592383
16.37000000 0.11300178 -0.61956393 -0.11667473 0.20191664 0.19192973 0.06256730 0.02038516 0.06669601 0.55258341
16.38000000 0.10673125 -0.63439099 -0.11461939 0.20916729 0.20122596 0.05582258 0.02187548 0.06436944 0.53927787
16.39000000 0.10031702 -0.64830066 -0.11249107 0.21651275 0.21014688 0.04932011 0.02343889 0.06200362 0.52605862
16.40000000 0.09376833 -0.66128327 -0.11028886 0.22394152 0.21864778 0.04309562 0.02507490 0.05960217 0.51297780
16.41000000 0.08709447 -0.67333115 -0.10801200 0.23144084 0.22668742 0.03718310 0.02678243 0.05716902 0.50008812
16.42000000 0.08030484 -0.68443873 -0.10565985 0.23899680 0.23422819 0.03161470 0.02855973 0.05470852 0.48744260
16.43000000 0.07340884 -0.69460244 -0.10323193 0.24659427 0.24123627 0.02642048 0.03040437 0.05222535 0.47509432
16.44000000 0.06641594 -0.70382074 -0.10072788 0.25421704 0.24768182 0.02162838 0.03231315 0.04972459 0.46309617
16.45000000 0.05933558 -0.71209407 -0.09814756 0.26184782 0.25353898 0.01726402 0.03428214 0.04721167 0.45150057
16.46000000 0.05217720 -0.71942482 -0.09549096 0.26946828 0.25878603 0.01335064 0.03630658 0.04469238 0.44035918
16.47000000 0.04495021 -0.72581728 -0.09275829 0.27705917 0.26340536 0.00990899 0.03838089 0.04217286 0.42972263
16.48000000 0.03766396 -0.73127762 -0.08994994 0.28460033 0.26738348 0.00695728 0.04049867 0.03965957 0.41964024
16.49000000 0.03032774 -0.73581381 -0.08706652 0.29207079 0.27071098 0.00451113 0.04265267 0.03715926 0.41015969
16.50000000 0.02295074 -0.73943556 -0.08410884 0.29944882 0.27338248 0.00258353 0.04483480 0.03467897 0.40132678
16.51000000 0.01554204 -0.74215430 -0.08107793 0.30671204 0.27539651 0.00118480 0.04703614 0.03222600 0.39318511
16.52000000 0.00811062 -0.74398306 -0.07797505 0.31383747 0.27675540 0.00032266 0.04924698 0.02980783 0.38577584
16.53000000 0.00066530 -0.74493642 -0.07480171 0.32080163 0.27746513 0.00000217 0.05145684 0.02743213 0.37913736
16.54000000 -0.00678525 -0.74503042 -0.07155964 0.32758062 0.27753517 0.00022582 0.05365453 0.02510672 0.37330513
16.55000000 -0.01423251 -0.74428251 -0.06825080 0.33415022 0.27697823 0.00099356 0.05582818 0.02283946 0.36831134
16.56000000 -0.02166815 -0.74271143 -0.06487741 0.34048598 0.27581013 0.00230285 0.05796535 0.02063829 0.36418479
16.57000000 -0.02908406 -0.74033712 -0.06144194 0.34656330 0.27404953 0.00414876 0.06005306 0.01851110 0.36095058
16.58000000 -0.03647229 -0.73718067 -0.05794709 0.35235757 0.27171767 0.00652404 0.06207793 0.01646572 0.35863003
16.59000000 -0.04382514 -0.73326416 -0.05439582 0.35784420 0.26883817 0.00941924 0.06402624 0.01450985 0.35724045
16.60000000 -0.05113511 -0.72861063 -0.05079131 0.36299878 0.26543672 0.01282280 0.06588406 0.01265099 0.35679505
16.61000000 -0.05839497 -0.72324392 -0.04713703 0.36779715 0.26154089 0.01672116 0.06763737 0.01089640 0.35730279
16.62000000 -0.06559770 -0.71718863 -0.04343664 0.37221550 0.25717976 0.02109893 0.06927219 0.00925301 0.35876835
16.63000000 -0.07273653 -0.71046996 -0.03969406 0.37623046 0.25238378 0.02593897 0.07077468 0.00772739 0.36119204
16.64000000 -0.07980497 -0.70311365 -0.03591345 0.37981924 0.24718440 0.03122255 0.07213133 0.00632567 0.36456981
16.65000000 -0.08679677 -0.69514585 -0.03209917 0.38295966 0.24161388 0.03692950 0.07332905 0.00505347 0.36889320
16.66000000 -0.09370594 -0.68659306 -0.02825582 0.38563032 0.23570501 0.04303833 0.07435537 0.00391585 0.37414943
16.67000000 -0.10052677 -0.67748196 -0.02438820 0.38781061 0.22949090 0.04952639 0.07519853 0.00291727 0.38032143
16.68000000 -0.10725381 -0.66783939 -0.02050131 0.38948088 0.22300473 0.05637001 0.07584768 0.00206152 0.38738791
16.69000000 -0.11388187 -0.65769219 -0.01660035 0.39062249 0.21627951 0.06354462 0.07629296 0.00135165 0.39532352
16.70000000 -0.12040606 -0.64706713 -0.01269068 0.39121787 0.20934793 0.07102495 0.07652571 0.00078996 0.40409896
16.71000000 -0.12682171 -0.63599081 -0.00877786 0.39125066 0.20224215 0.07878509 0.07653854 0.00037793 0.41368112
16.72000000 -0.13312446 -0.62448958 -0.00486759 0.39070575 0.19499362 0.08679870 0.07632549 0.00011622 0.42403332
16.73000000 -0.13931017 -0.61258944 -0.00096572 0.38956935 0.18763291 0.09503907 0.07588214 0.00000457 0.43511544
16.74000000 -0.14537500 -0.60031596 0.00292178 0.38782907 0.18018963 0.10347930 0.07520569 0.00004187 0.44688423
16.75000000 -0.15131533 -0.58769419 0.00678881 0.38547399 0.17269223 0.11209238 0.07429510 0.00022606 0.45929345
16.76000000 -0.15712781 -0.57474861 0.01062918 0.38249473 0.16516798 0.12085132 0.07315111 0.00055416 0.47229419
16.77000000 -0.16280930 -0.56150302 0.01443660 0.37888347 0.15764282 0.12972925 0.07177634 0.00102226 0.48583511
16.78000000 -0.16835694 -0.54798050 0.01820472 0.37463401 0.15014131 0.13869954 0.07017532 0.00162553 0.49986272
16.79000000 -0.17376807 -0.53420334 0.02192714 0.36974183 0.14268660 0.14773584 0.06835451 0.00235823 0.51432163
16.80000000 -0.17904023 -0.52019298 0.02559740 0.36420414 0.13530037 0.15681220 0.06632233 0.00321371 0.52915486
16.81000000 -0.18417122 -0.50596996 0.02920906 0.35801986 0.12800280 0.16590314 0.06408911 0.00418450 0.54430412
16.82000000 -0.18915899 -0.49155387 0.03275565 0.35118969 0.12081260 0.17498371 0.06166710 0.00526226 0.55971010
16.83000000 -0.19400171 -0.47696330 0.03623071 0.34371610 0.11374700 0.18402956 0.05907038 0.00643791 0.57531273
16.84000000 -0.19869773 -0.46221584 0.03962784 0.33560339 0.10682174 0.19301697 0.05631482 0.00770164 0.59105148
16.85000000 -0.20324556 -0.44732800 0.04294067 0.32685763 0.10005117 0.20192292 0.05341796 0.00904294 0.60686563
16.86000000 -0.20764388 -0.43231523 0.04616291 0.31748672 0.09344823 0.21072511 0.05039891 0.01045077 0.62269454
16.87000000 -0.21189150 -0.41719186 0.04928835 0.30750035 0.08702452 0.21940198 0.04727823 0.01191351 0.63847790
16.88000000 -0.21598739 -0.40197112 0.05231090 0.29691000 0.08079039 0.22793279 0.04407777 0.01341913 0.65415597
16.89000000 -0.21993064 -0.38666513 0.05522458 0.28572891 0.07475496 0.23629755 0.04082050 0.01495524 0.66966983
16.90000000 -0.22372044 -0.37128489 0.05802356 0.27397206 0.06892624 0.24447711 0.03753035 0.01650920 0.68496162
16.91000000 -0.22735612 -0.35584028 0.06070216 0.26165617 0.06331115 0.25245312 0.03423198 0.01806816 0.69997470
16.92000000 -0.23083706 -0.34034009 0.06325488 0.24879960 0.05791569 0.26020807 0.03095062 0.01961924 0.71465391
16.93000000 -0.23416276 -0.32479200 0.06567642 0.23542236 0.05274492 0.26772524 0.02771184 0.02114958 0.72894572
16.94000000 -0.23733277 -0.30920266 0.06796166 0.22154604 0.04780314 0.27498875 0.02454132 0.02264644 0.74279841
16.95000000 -0.24034670 -0.29357767 0.07010575 0.20719375 0.04309392 0.28198349 0.02146463 0.02409730 0.75616222
16.96000000 -0.24320422 -0.27792162 0.07210403 0.19239007 0.03862021 0.28869516 0.01850697 0.02549001 0.76898953
16.97000000 -0.24590504 -0.26223815 0.07395213 0.17716100 0.03438442 0.29511025 0.01569301 0.02681282 0.78123494
16.98000000 -0.24844890 -0.24652995 0.07564593 0.16153383 0.03038851 0.30121600 0.01304659 0.02805453 0.79285545
16.99000000 -0.25083556 -0.23079888 0.07718158 0.14553715 0.02663406 0.30700039 0.01059053 0.02920456 0.80381052
17.00000000 -0.25306480 -0.21504592 0.07855554 0.12920070 0.02312237 0.31245215 0.00834641 0.03025306 0.81406218
17.01000000 -0.25513641 -0.19927131 0.07976456 0.11255533 0.01985453 0.31756070 0.00633435 0.03119096 0.82357517
17.02000000 -0.25705015 -0.18347458 0.08080572 0.09563287 0.01683146 0.32231618 0.00457282 0.03201009 0.83231692
17.03000000 -0.25880582 -0.16765461 0.08167640 0.07846610 0.01405403 0.32670940 0.00307846 0.03270324 0.84025772
17.04000000 -0.26040316 -0.15180968 0.08237434 0.06108859 0.01152309 0.33073185 0.00186591 0.03326422 0.84737073
17.05000000 -0.26184192 -0.13593757 0.08289759 0.04353465 0.00923951 0.33437565 0.00094763 0.03368791 0.85363203
17.06000000 -0.26312182 -0.12003562 0.08324456 0.02583919 0.00720428 0.33763359 0.00033383 0.03397034 0.85902071
17.07000000 -0.26424253 -0.10410078 0.08341402 0.00803767 0.00541849 0.34049908 0.00003230 0.03410871 0.86351887
17.08000000 -0.26520371 -0.08812972 0.08340508 -0.00983407 0.00388342 0.34296616 0.00004835 0.03410140 0.86711170
17.09000000 -0.26600499 -0.07211889 0.08321722 -0.02773984 0.00260057 0.34502949 0.00038475 0.03394805 0.86978747
17.10000000 -0.26664594 -0.05606459 0.08285029 -0.04564329 0.00157162 0.34668436 0.00104165 0.03364950 0.87153761
17.11000000 -0.26712612 -0.03996307 0.08230449 -0.06350794 0.00079852 0.34792667 0.00201663 0.03320786 0.87235668
17.12000000 -0.26744503 -0.02381057 0.08158038 -0.08129734 0.00028347 0.34875296 0.00330463 0.03262643 0.87224246
17.13000000 -0.26760215 -0.00760346 0.08067891 -0.09897518 0.00002891 0.34916040 0.00489804 0.03190976 0.87119590
17.14000000 -0.26759691 0.00866174 0.07960137 -0.11650535 0.00003751 0.34914680 0.00678675 0.03106353 0.86922118
17.15000000 -0.26742871 0.02498826 0.07834942 -0.13385209 0.00031221 0.34871065 0.00895819 0.03009459 0.86632569
17.16000000 -0.26709693 0.04137897 0.07692506 -0.15098010 0.00085611 0.34785109 0.01139749 0.02901085 0.86252006
17.17000000 -0.26660091 0.05783637 0.07533066 -0.16785460 0.00167252 0.34656797 0.01408758 0.02782128 0.85781815
17.18000000 -0.26593997 0.07436247 0.07356893 -0.18444150 0.00276489 0.34486185 0.01700933 0.02653579 0.85223703
17.19000000 -0.26511343 0.09095871 0.07164290 -0.20070743 0.00413674 0.34273406 0.02014174 0.02516515 0.84579699
17.20000000 -0.26412056 0.10762594 0.06955596 -0.21661990 0.00579167 0.34018667 0.02346209 0.02372098 0.83852148
17.21000000 -0.26296067 0.12436429 0.06731179 -0.23214736 0.00773324 0.33722255 0.02694620 0.02221556 0.83043713
17.22000000 -0.26163304 0.14117316 0.06491439 -0.24725930 0.00996493 0.33384542 0.03056858 0.02066182 0.82157366
17.23000000 -0.26013698 0.15805113 0.06236808 -0.26192635 0.01249008 0.33005986 0.03430271 0.01907318 0.81196387
17.24000000 -0.25847180 0.17499590 0.05967744 -0.27612033 0.01531178 0.32587132 0.03812122 0.01746347 0.80164355
17.25000000 -0.25663685 0.19200426 0.05684734 -0.28981441 0.01843282 0.32128621 0.04199620 0.01584683 0.79065140
17.26000000 -0.25463151 0.20907201 0.05388291 -0.30298309 0.02185555 0.31631189 0.04589938 0.01423757 0.77902898
17.27000000 -0.25245523 0.22619395 0.05078951 -0.31560234 0.02558185 0.31095670 0.04980242 0.01265009 0.76682055
17.28000000 -0.25010748 0.24336381 0.04757277 -0.32764964 0.02961297 0.30523004 0.05367714 0.01109875 0.75407301
17.29000000 -0.24758782 0.26057424 0.04423850 -0.33910405 0.03394947 0.29914235 0.05749578 0.00959774 0.74083572
17.30000000 -0.24489588 0.27781674 0.04079273 -0.34994626 0.03859107 0.29270515 0.06123119 0.00816102 0.72716036
17.31000000 -0.24203141 0.29508169 0.03724167 -0.36015865 0.04353660 0.28593108 0.06485713 0.00680216 0.71310078
17.32000000 -0.23899421 0.31235829 0.03359171 -0.36972534 0.04878385 0.27883392 0.06834841 0.00553429 0.69871281
17.33000000 -0.23578424 0.32963456 0.02984936 -0.37863219 0.05432947 0.27142860 0.07168117 0.00436995 0.68405404
17.34000000 -0.23240156 0.34689732 0.02602130 -0.38686690 0.06016888 0.26373121 0.07483300 0.00332103 0.66918362
17.35000000 -0.22884639 0.36413223 0.02211430 -0.39441899 0.06629614 0.25575901 0.07778317 0.00239865 0.65416204
17.36000000 -0.22511906 0.38132372 0.01813523 -0.40127981 0.07270389 0.24753047 0.08051274 0.00161314 0.63905085
17.37000000 -0.22122011 0.39845507 0.01409103 -0.40744260 0.07938322 0.23906520 0.08300474 0.00097391 0.62391241
17.38000000 -0.21715022 0.41550839 0.00998872 -0.41290247 0.08632361 0.23038401 0.08524423 0.00048939 0.60880963
17.39000000 -0.21291027 0.43246463 0.00583534 -0.41765640 0.09351283 0.22150882 0.08721843 0.00016702 0.59380566
17.40000000 -0.20850132 0.44930365 0.00163795 -0.42170323 0.10093689 0.21246272 0.08891681 0.00001316 0.57896362
17.41000000 -0.20392466 0.46600422 -0.00259637 -0.42504367 0.10857997 0.20326984 0.09033106 0.00003307 0.56434624
17.42000000 -0.19918177 0.48254406 -0.00686058 -0.42768027 0.11642438 0.19395541 0.09145520 0.00023087 0.55001563
17.43000000 -0.19427439 0.49889988 -0.01114765 -0.42961738 0.12445055 0.18454562 0.09228555 0.00060954 0.53603286
17.44000000 -0.18920447 0.51504748 -0.01545061 -0.43086115 0.13263695 0.17506762 0.09282066 0.00117091 0.52245775
17.45000000 -0.18397422 0.53096173 -0.01976258 -0.43141947 0.14096018 0.16554941 0.09306138 0.00191563 0.50934845
17.46000000 -0.17858610 0.54661669 -0.02407675 -0.43130193 0.14939491 0.15601981 0.09301068 0.00284324 0.49676119
17.47000000 -0.17304284 0.56198565 -0.02838641 -0.43051979 0.15791394 0.14650832 0.09267364 0.00395213 0.48474995
17.48000000 -0.16734743 0.57704119 -0.03268497 -0.42908589 0.16648827 0.13704504 0.09205735 0.00523958 0.47336615
17.49000000 -0.16150315 0.59175531 -0.03696600 -0.42701462 0.17508717 0.12766058 0.09117074 0.00670185 0.46265835
17.50000000 -0.15551356 0.60609942 -0.04122319 -0.42432186 0.18367825 0.11838593 0.09002452 0.00833414 0.45267199
17.51000000 -0.14938249 0.62004452 -0.04545042 -0.42102487 0.19222761 0.10925232 0.08863097 0.01013072 0.44344911
17.52000000 -0.14311409 0.63356124 -0.04964174 -0.41714227 0.20069992 0.10029111 0.08700384 0.01208492 0.43502811
17.53000000 -0.13671279 0.64661990 -0.05379138 -0.41269392 0.20905865 0.09153365 0.08515814 0.01418926 0.42744354
17.54000000 -0.13018332 0.65919069 -0.05789380 -0.40770084 0.21726618 0.08301112 0.08310999 0.01643546 0.42072585
17.55000000 -0.12353071 0.67124369 -0.06194366 -0.40218517 0.22528404 0.07475436 0.08087645 0.01881455 0.41490126
17.56000000 -0.11676027 0.68274900 -0.06593584 -0.39617000 0.23307310 0.06679374 0.07847534 0.02131693 0.40999160
17.57000000 -0.10987765 0.69367684 -0.06986547 -0.38967937 0.24059378 0.05915899 0.07592501 0.02393247 0.40601415
17.58000000 -0.10288876 0.70399768 -0.07372792 -0.38273810 0.24780637 0.05187902 0.07324423 0.02665056 0.40298159
17.59000000 -0.09579982 0.71368229 -0.07751882 -0.37537174 0.25467121 0.04498174 0.07045197 0.02946021 0.40090190
17.60000000 -0.08861733 0.72270189 -0.08123403 -0.36760642 0.26114901 0.03849392 0.06756724 0.03235014 0.39977836
17.61000000 -0.08134809 0.73102823 -0.08486970 -0.35946883 0.26720114 0.03244100 0.06460892 0.03530886 0.39960952
17.62000000 -0.07399917 0.73863372 -0.08842226 -0.35098604 0.27278989 0.02684692 0.06159560 0.03832474 0.40038925
17.63000000 -0.06657791 0.74549152 -0.09188837 -0.34218544 0.27787881 0.02173396 0.05854544 0.04138610 0.40210678
17.64000000 -0.05909192 0.75157565 -0.09526500 -0.33309462 0.28243298 0.01712256 0.05547601 0.04448128 0.40474680
17.65000000 -0.05154906 0.75686108 -0.09854938 -0.32374130 0.28641935 0.01303120 0.05240422 0.04759872 0.40828961
17.66000000 -0.04395744 0.76132385 -0.10173904 -0.31415319 0.28980701 0.00947619 0.04934611 0.05072705 0.41271122
17.67000000 -0.03632540 0.76494116 -0.10483176 -0.30435790 0.29256749 0.00647161 0.04631686 0.05385512 0.41798356
17.68000000 -0.02866151 0.76769147 -0.10782560 -0.29438285 0.29467510 0.00402909 0.04333063 0.05697206 0.42407470
17.69000000 -0.02097453 0.76955457 -0.11071890 -0.28425518 0.29610712 0.00215778 0.04040050 0.06006741 0.43094902
17.70000000 -0.01327344 0.77051172 -0.11351028 -0.27400165 0.29684415 0.00086417 0.03753845 0.06313106 0.43856753
17.71000000 -0.00556737 0.77054567 -0.11619861 -0.26364852 0.29687032 0.00015203 0.03475527 0.06615339 0.44688809
17.72000000 0.00213435 0.76964081 -0.11878301 -0.25322150 0.29617349 0.00002234 0.03206056 0.06912529 0.45586571
17.73000000 0.00982227 0.76778319 -0.12126287 -0.24274565 0.29474552 0.00047322 0.02946273 0.07203814 0.46545285
17.74000000 0.01748680 0.76496062 -0.12363784 -0.23224530 0.29258238 0.00149985 0.02696894 0.07488391 0.47559973
17.75000000 0.02511823 0.76116273 -0.12590778 -0.22174394 0.28968435 0.00309453 0.02458519 0.07765516 0.48625464
17.76000000 0.03270677 0.75638102 -0.12807279 -0.21126421 0.28605612 0.00524657 0.02231628 0.08034503 0.49736428
17.77000000 0.04024255 0.75060893 -0.13013320 -0.20082776 0.28170689 0.00794239 0.02016590 0.08294731 0.50887407
17.78000000 0.04771563 0.74384191 -0.13208956 -0.19045524 0.27665039 0.01116549 0.01813660 0.08545637 0.52072848
17.79000000 0.05511606 0.73607739 -0.13394259 -0.18016620 0.27090496 0.01489654 0.01622993 0.08786724 0.53287136
17.80000000 0.06243385 0.72731489 -0.13569322 -0.16997907 0.26449347 0.01911341 0.01444644 0.09017556 0.54524623
17.81000000 0.06965904 0.71755601 -0.13734257 -0.15991105 0.25744332 0.02379131 0.01278577 0.09237757 0.55779662
17.82000000 0.07678166 0.70680448 -0.13889189 -0.14997816 0.24978629 0.02890285 0.01124672 0.09447013 0.57046633
17.83000000 0.08379184 0.69506614 -0.14034263 -0.14019510 0.24155847 0.03441821 0.00982733 0.09645068 0.58319973
17.84000000 0.09067972 0.68234897 -0.14169634 -0.13057528 0.23280006 0.04030526 0.00852495 0.09831720 0.59594202
17.85000000 0.09743559 0.66866310 -0.14295472 -0.12113079 0.22355517 0.04652974 0.00733633 0.10006824 0.60863948
17.86000000 0.10404980 0.65402079 -0.14411958 -0.11187235 0.21387159 0.05305540 0.00625771 0.10170285 0.62123971
17.87000000 0.11051286 0.63843641 -0.14519282 -0.10280929 0.20380052 0.05984427 0.00528487 0.10322056 0.63369181
17.88000000 0.11681544 0.62192645 -0.14617644 -0.09394958 0.19339626 0.06685680 0.00441326 0.10462135 0.64594658
17.89000000 0.12294837 0.60450948 -0.14707251 -0.08529982 0.18271586 0.07405210 0.00363803 0.10590563 0.65795671
17.90000000 0.12890267 0.58620612 -0.14788315 -0.07686518 0.17181881 0.08138820 0.00295413 0.10707419 0.66967689
17.91000000 0.13466961 0.56703897 -0.14861054 -0.06864949 0.16076660 0.08882225 0.00235638 0.10812816 0.68106396
17.92000000 0.14024065 0.54703263 -0.14925688 -0.06065521 0.14962235 0.09631080 0.00183953 0.10906900 0.69207697
17.93000000 0.14560755 0.52621359 -0.14982439 -0.05288346 0.13845037 0.10381004 0.00139833 0.10989843 0.70267730
17.94000000 0.15076231 0.50461022 -0.15031529 -0.04533404 0.12731574 0.11127608 0.00102759 0.11061842 0.71282873
17.95000000 0.15569724 0.48225266 -0.15073181 -0.03800547 0.11628381 0.11866519 0.00072221 0.11123114 0.72249740
17.96000000 0.16040496 0.45917280 -0.15107613 -0.03089501 0.10541983 0.12593406 0.00047725 0.11173893 0.73165194
17.97000000 0.16487840 0.43540417 -0.15135042 -0.02399872 0.09478839 0.13304007 0.00028797 0.11214427 0.74026338
17.98000000 0.16911086 0.41098188 -0.15155680 -0.01731151 0.08445305 0.13994157 0.00014984 0.11244973 0.74830520
17.99000000 0.17309598 0.38594254 -0.15169733 -0.01082717 0.07447582 0.14659810 0.00005861 0.11265796 0.75575327
18.00000000 0.17682778 0.36032417 -0.15177400 -0.00453844 0.06491675 0.15297064 0.00001030 0.11277164 0.76258585
18.01000000 0.18030067 0.33416611 -0.15178872 0.00156294 0.05583349 0.15902186 0.00000122 0.11279349 0.76878351
18.02000000 0.18350944 0.30750891 -0.15174333 0.00748615 0.04728087 0.16471636 0.00002802 0.11272617 0.77432909
18.03000000 0.18644932 0.28039426 -0.15163956 0.01324124 0.03931047 0.17002083 0.00008767 0.11257234 0.77920766
18.04000000 0.18911594 0.25286488 -0.15147903 0.01883903 0.03197032 0.17490432 0.00017745 0.11233458 0.78340642
18.05000000 0.19150538 0.22496439 -0.15126326 0.02429107 0.02530449 0.17933839 0.00029503 0.11201539 0.78691468
18.06000000 0.19361414 0.19673726 -0.15099365 0.02960954 0.01935277 0.18329730 0.00043836 0.11161720 0.78972376
18.07000000 0.19543919 0.16822862 -0.15067148 0.03480719 0.01415043 0.18675812 0.00060577 0.11114229 0.79182697
18.08000000 0.19697793 0.13948426 -0.15029787 0.03989722 0.00972793 0.18970093 0.00079589 0.11059283 0.79321950
18.09000000 0.19822824 0.11055040 -0.14987385 0.04489325 0.00611070 0.19210890 0.00100770 0.10997086 0.79389840
18.10000000 0.19918846 0.08147367 -0.14940027 0.04980918 0.00331898 0.19396839 0.00124048 0.10927828 0.79386254
18.11000000 0.19985739 0.05230094 -0.14887788 0.05465914 0.00136769 0.19526904 0.00149381 0.10851682 0.79311253
18.12000000 0.20023432 0.02307925 -0.14830726 0.05945739 0.00026633 0.19600380 0.00176759 0.10768809 0.79165073
18.13000000 0.20031897 -0.00614435 -0.14768886 0.06421824 0.00001888 0.19616902 0.00206199 0.10679353 0.78948121
18.14000000 0.20011158 -0.03532288 -0.14702297 0.06895595 0.00062385 0.19576439 0.00237746 0.10583443 0.78660973
18.15000000 0.19961282 -0.06440956 -0.14630977 0.07368464 0.00207430 0.19479300 0.00271471 0.10481195 0.78304371
18.16000000 0.19882385 -0.09335791 -0.14554926 0.07841822 0.00435785 0.19326127 0.00307471 0.10372709 0.77879228
18.17000000 0.19774628 -0.12212188 -0.14474134 0.08317030 0.00745688 0.19117891 0.00345865 0.10258075 0.77386626
18.18000000 0.19638218 -0.15065594 -0.14388575 0.08795411 0.01134861 0.18855886 0.00386796 0.10137368 0.76827817
18.19000000 0.19473407 -0.17891520 -0.14298211 0.09278238 0.01600532 0.18541722 0.00430429 0.10010653 0.76204225
18.20000000 0.19280494 -0.20685552 -0.14202992 0.09766732 0.02139460 0.18177307 0.00476945 0.09877988 0.75517451
18.21000000 0.19059817 -0.23443361 -0.14102854 0.10262050 0.02747956 0.17764841 0.00526548 0.09739420 0.74769275
18.22000000 0.18811761 -0.26160714 -0.13997724 0.10765279 0.03421915 0.17306801 0.00579456 0.09594993 0.73961659
18.23000000 0.18536752 -0.28833480 -0.13887519 0.11277427 0.04156848 0.16805922 0.00635902 0.09444744 0.73096748
